183,39513,8918323,384
415,45501,5104624,239
111,38629,16308844,1253
384,22373,2740315,59
40,48227,58813151,1614
107,1780,742195,1
396,9105,831524,23
393,34410,5019761,253
234,6615,1121238,7
291,8621,1591610,57
269,44128,7078608,394
332,19684,2978153,123
182,703,98297,0
186,33925,8684764,588
296,45972,6298537,477
123,46061,19121913,1480
151,44698,13301177,1323
303,37311,5313723,257
494,5174,401234,9
296,31698,5035907,287
129,36055,13909344,747
283,22750,3774787,163
18,7698,17184377,108
217,2175,397957,1
189,20957,5602519,100
478,6141,540346,5
244,9606,1612089,17
353,11285,1684952,25
466,41060,3792712,85
152,47215,14984590,1189
194,20111,4469038,123
472,29358,3136581,184
400,5332,316048,9
279,1478,199379,1
94,7083,3902553,37
231,48416,9652482,565
131,16550,6186867,149
284,38095,6102104,202
309,44273,6243629,365
272,3214,452808,2
175,25418,6745840,153
420,42099,4402388,413
393,26005,3214606,56
439,36824,4648496,216
55,8686,7004727,58
390,48743,6667195,274
222,49288,9901606,939
471,24020,2223891,92
220,16503,2917155,33
300,308,0,0
490,13727,1651936,69
265,39148,5586965,436
430,32690,2906995,294
433,35469,3413185,68
140,19351,5855696,135
66,13786,11801987,126
312,15249,2021675,84
245,22079,3827679,136
221,17656,3334815,89
71,8865,6479383,61
51,46468,44734337,2404
453,13225,1097899,25
480,1911,216170,4
129,19965,7820523,252
88,46916,24050827,1965
122,39133,15783527,1002
141,25980,9138124,218
99,40364,19361663,1200
54,41528,36236101,1034
317,30914,4080247,219
500,5907,365027,13
482,4513,449583,13
424,11961,1470114,71
233,20503,2939929,33
460,1679,172338,2
16,26713,79575949,1355
147,15309,5909387,139
284,49037,8411621,553
266,13828,2050963,61
22,7568,15625993,137
390,7039,509595,32
138,27484,9007576,451
186,41521,11434625,853
353,48336,6442169,687
407,4561,427947,8
57,1448,1035517,2
170,49244,13309551,1425
53,30953,28113857,886
333,21585,2660837,70
133,49270,16041481,1835
465,7727,631625,11
287,33441,4603391,249
274,42084,7332378,554
497,44989,4538779,242
240,45566,9668970,742
112,16160,7810371,227
94,41432,20426285,1341
368,32045,3969940,122
158,37152,12323312,487
358,33011,4333842,152
166,31855,9066510,485
194,28840,8043430,321
312,12810,1737465,57
184,16299,4523144,82
206,44079,9372695,636
224,35140,7378705,301
215,31320,7330066,199
497,19043,1714145,63
65,20505,15077068,199
73,31815,21720557,986
453,37146,2991042,74
209,25284,5188138,104
132,49266,17742895,1305
460,19484,1823993,127
411,45720,5101158,128
195,2468,583418,4
3,8318,87879694,598
287,45964,7340903,357
128,45535,17318330,1243
457,37688,3633629,70
52,17288,16094999,214
135,46247,15964110,1638
8,3806,19133915,50
77,10024,7052644,64
445,11624,814776,9
140,37057,11784148,366
454,48038,5830059,405
258,16793,3274418,71
444,26717,2651033,210
291,46634,6754507,552
167,17982,4465387,94
365,47373,4985823,376
377,35110,4894438,206
66,47942,35515451,2178
203,43362,11251856,764
490,27031,2396696,195
471,5071,477712,9
69,25919,19692597,507
121,10855,3330088,41
271,36273,6358851,134
474,24721,2096484,90
194,26917,6430590,156
171,32321,9637237,603
247,4792,873568,8
10,43945,198212663,4713
86,9140,4948000,39
156,3424,1106608,11
32,30563,43531635,1245
173,47344,12563687,960
69,48035,32484972,2483
12,11797,43943768,267
350,13026,1424252,13
422,37236,4563363,172
339,21282,3177105,68
23,1241,2543281,2
130,21400,7760351,219
29,11276,17336147,120
129,24249,9005749,199
232,3607,751468,5
345,6591,940473,21
290,38015,6071041,164
304,28117,4043826,156
188,43120,10656623,1022
410,27147,3299831,141
74,3875,3389692,13
391,3038,350522,5
97,21024,8798343,194
305,38370,5799760,185
379,24361,2721538,153
272,15792,2338875,87
7,2186,12798590,24
63,37408,27510888,1380
229,26562,5065816,118
199,27965,6134940,156
277,42709,6732202,238
99,11630,4937246,67
435,44734,5525791,350
87,11184,6246218,103
382,39724,5608980,212
342,34967,4971597,209
185,13741,3557118,73
387,2769,330026,4
312,16280,2864588,73
491,1511,0,0
62,9888,7865878,62
29,39124,65367474,2110
80,11036,6874955,113
162,47210,14058646,1111
332,45500,6657103,301
171,24652,6706635,206
166,29746,9776561,489
24,20386,39619021,461
478,4766,512317,19
186,30185,8366923,431
334,28898,4185417,249
294,26979,4749689,156
175,12273,2846844,28
364,22438,2663796,42
268,41522,7224934,476
216,4050,774851,4
149,15357,4940872,104
443,20623,2137371,119
186,3414,733003,5
32,17595,27453210,588
438,10801,1076454,32
48,23606,21130051,355
282,11042,1478781,16
271,19393,3222705,80
405,42454,4870177,517
455,8383,816934,19
390,8619,911715,18
469,48346,5032038,113
240,19135,4240354,54
